name,email,password,district,specializationName,availability,bio,qualifications,languages,experienceYears,location,photoUrl,verificationStatus
"Dr. Rajesh Menon",rajesh.menon@email.com,hashed_password_placeholder,Kottayam,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]}]","A highly respected cardiologist in Kottayam, specializing in complex angioplasties and structural heart interventions.","MBBS, MD, DM (Cardiology)","Malayalam, English",21,"9.5927,76.5222","https://example.com/photos/rajesh_menon.jpg",Approved
"Dr. Indu Lekshmi",indu.lekshmi@email.com,hashed_password_placeholder,Kottayam,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","Focuses on women's heart health and preventative cardiology. A passionate advocate for healthy lifestyles in Kottayam.","MBBS, DNB (Cardiology)","Malayalam, English",14,"9.5940,76.5200","https://example.com/photos/indu_lekshmi.jpg",Approved
"Dr. Abraham Kurian",abraham.kurian@email.com,hashed_password_placeholder,Kottayam,Neurologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]}]","Expert in stroke management and neuro-critical care. A leading neurologist associated with major hospitals in Kottayam.","MBBS, MD, DM (Neurology)","Malayalam, English",18,"9.5910,76.5235","https://example.com/photos/abraham_kurian.jpg",Approved
"Dr. Sithara Nair",sithara.nair@email.com,hashed_password_placeholder,Kottayam,Neurologist,"[]","Availability: By Appointment. Specializes in pediatric neurology, treating developmental disorders and childhood epilepsy in the Kottayam region.","MBBS, DNB (Neurology), Fellowship in Pediatric Neurology","Malayalam, English",9,"9.5955,76.5250","https://example.com/photos/sithara_nair.jpg",Approved
"Dr. Paul Varghese",paul.varghese@email.com,hashed_password_placeholder,Kottayam,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""13:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""13:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""13:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""13:00""}]}]","A renowned orthopedic surgeon in Kottayam, specializing in knee and hip replacement surgeries with excellent outcomes.","MBBS, MS (Orthopedics)","Malayalam, English",26,"9.5900,76.5210","https://example.com/photos/paul_varghese.jpg",Approved
"Dr. Ancy Thomas",ancy.thomas@email.com,hashed_password_placeholder,Kottayam,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]}]","Focuses on hand and wrist surgery, as well as microsurgery. Provides specialized orthopedic care in Kottayam.","MBBS, D-Ortho","Malayalam, English",11,"9.5933,76.5266","https://example.com/photos/ancy_thomas.jpg",Approved
"Dr. Jayakrishnan N",jayakrishnan.n@email.com,hashed_password_placeholder,Kottayam,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]}]","Specialist in clinical dermatology and aesthetic procedures. A trusted name for skin care in Kottayam for over a decade.","MBBS, MD (Dermatology)","Malayalam, English",17,"9.5920,76.5245","https://example.com/photos/jayakrishnan_n.jpg",Approved
"Dr. Rose Mathew",rose.mathew@email.com,hashed_password_placeholder,Kottayam,Dermatologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Expert in treating leprosy and other infectious skin diseases. Also provides cosmetic dermatology services.","MBBS, DDVL","Malayalam, English",10,"9.5960,76.5190","https://example.com/photos/rose_mathew.jpg",Approved
"Dr. Elizabeth Chandy",elizabeth.chandy@email.com,hashed_password_placeholder,Kottayam,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","A senior pediatrician in Kottayam with a special interest in pediatric allergies and asthma management.","MBBS, MD (Pediatrics)","Malayalam, English",23,"9.5915,76.5228","https://example.com/photos/elizabeth_chandy.jpg",Approved
"Dr. Sreejith S",sreejith.s@email.com,hashed_password_placeholder,Kottayam,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""17:00"",""endTime"":""20:00""}]}]","A dedicated pediatrician focusing on newborn care and immunizations. Well-known for his patient and friendly approach in Kottayam.","MBBS, DCH","Malayalam, English",8,"9.5948,76.5215","https://example.com/photos/sreejith_s.jpg",Approved
"Dr. Manoj Kumar",manoj.kumar@email.com,hashed_password_placeholder,Idukki,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Provides essential cardiac care to the high-range community of Idukki, specializing in hypertension and heart failure.","MBBS, DNB (Cardiology)","Malayalam, English, Tamil",15,"9.8497,76.9897","https://example.com/photos/manoj_kumar.jpg",Approved
"Dr. Swapna Jose",swapna.jose@email.com,hashed_password_placeholder,Idukki,Cardiologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]}]","Committed to improving heart health in Idukki through community outreach and preventative medicine.","MBBS, MD (General Medicine)","Malayalam, English",10,"9.8510,76.9870","https://example.com/photos/swapna_jose.jpg",Approved
"Dr. Harikrishnan V",harikrishnan.v@email.com,hashed_password_placeholder,Idukki,Neurologist,"[]","Availability: By Appointment. A visiting neurologist providing expert consultation for various neurological conditions to the residents of Idukki.","MBBS, DM (Neurology)","Malayalam, English",12,"9.8480,76.9910","https://example.com/photos/harikrishnan_v.jpg",Approved
"Dr. Jisha Varghese",jisha.varghese@email.com,hashed_password_placeholder,Idukki,Neurologist,"[]","Availability: First week of every month. Specializes in managing epilepsy and headaches, making neurological care accessible in the Idukki district.","MBBS, DNB (Neurology)","Malayalam, English",7,"9.8522,76.9865","https://example.com/photos/jisha_varghese.jpg",Approved
"Dr. Binoy Mathew",binoy.mathew@email.com,hashed_password_placeholder,Idukki,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","The go-to orthopedic surgeon in Idukki for trauma, fractures, and bone-related ailments.","MBBS, MS (Orthopedics)","Malayalam, English",18,"9.8475,76.9888","https://example.com/photos/binoy_mathew.jpg",Approved
"Dr. Teena Kuruvilla",teena.kuruvilla@email.com,hashed_password_placeholder,Idukki,Orthopedic Surgeon,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""15:00""}]}]","Focuses on non-operative orthopedics and pain management, serving the communities across the Idukki district.","MBBS, D-Ortho","Malayalam, English",11,"9.8530,76.9905","https://example.com/photos/teena_kuruvilla.jpg",Approved
"Dr. Shaji P",shaji.p@email.com,hashed_password_placeholder,Idukki,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""11:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""11:00"",""endTime"":""16:00""}]}]","Provides dermatological services for common skin issues and allergies, a much-needed specialty in the Idukki region.","MBBS, MD (Dermatology)","Malayalam, English",14,"9.8500,76.9890","https://example.com/photos/shaji_p.jpg",Approved
"Dr. Anu Sivan",anu.sivan@email.com,hashed_password_placeholder,Idukki,Dermatologist,"[]","Availability: Last Saturday of the month. A visiting consultant dermatologist catering to the cosmetic and clinical dermatology needs of Idukki's population.","MBBS, DDVL","Malayalam, English",8,"9.8488,76.9855","https://example.com/photos/anu_sivan.jpg",Approved
"Dr. Sunil Abraham",sunil.abraham@email.com,hashed_password_placeholder,Idukki,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","A dedicated pediatrician serving the children of Idukki for over two decades, known for his expertise and accessibility.","MBBS, DCH","Malayalam, English",25,"9.8492,76.9920","https://example.com/photos/sunil_abraham.jpg",Approved
"Dr. Remya Krishnan",remya.krishnan@email.com,hashed_password_placeholder,Idukki,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""16:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""16:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""16:00"",""endTime"":""18:00""}]}]","Focuses on child nutrition and vaccination programs, playing a key role in the public health of Idukki.","MBBS, MD (Pediatrics)","Malayalam, English",9,"9.8515,76.9880","https://example.com/photos/remya_krishnan.jpg",Approved
"Dr. Ravi Varma",ravi.varma@email.com,hashed_password_placeholder,Ernakulam,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","A top interventional cardiologist in Ernakulam, with vast experience in angioplasty and stenting procedures.","MBBS, MD, DM (Cardiology), FACC","Malayalam, English, Hindi",22,"9.9816,76.2999","https://example.com/photos/ravi_varma.jpg",Approved
"Dr. Sheela Mathew",sheela.mathew@email.com,hashed_password_placeholder,Ernakulam,Cardiologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Specializes in non-invasive cardiology and cardiac rehabilitation. A leading female cardiologist in Ernakulam.","MBBS, DNB (Cardiology)","Malayalam, English",15,"9.9830,76.2980","https://example.com/photos/sheela_mathew.jpg",Approved
"Dr. Mathew Joseph",mathew.joseph@email.com,hashed_password_placeholder,Ernakulam,Neurologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]}]","Renowned neurologist in Ernakulam specializing in stroke, epilepsy, and movement disorders. Heads the neurology department at a leading hospital.","MBBS, MD, DM (Neurology)","Malayalam, English",20,"9.9800,76.3010","https://example.com/photos/mathew_joseph.jpg",Approved
"Dr. Kavitha Menon",kavitha.menon@email.com,hashed_password_placeholder,Ernakulam,Neurologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""16:00"",""endTime"":""20:00""}]}]","Focuses on headache disorders and neuro-immunology. Provides patient-centric care at her clinic in Kochi.","MBBS, DNB (Neurology)","Malayalam, English",12,"9.9845,76.2965","https://example.com/photos/kavitha_menon.jpg",Approved
"Dr. Jose Kurian",jose.kurian@email.com,hashed_password_placeholder,Ernakulam,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","A leading orthopedic surgeon in Ernakulam, expert in robotic joint replacement and complex trauma surgery.","MBBS, MS (Orthopedics), M.Ch (Orthopedics)","Malayalam, English",25,"9.9795,76.2990","https://example.com/photos/jose_kurian.jpg",Approved
"Dr. Geetha Pillai",geetha.pillai@email.com,hashed_password_placeholder,Ernakulam,Orthopedic Surgeon,"[]","Availability: By Appointment. Specializes in pediatric orthopedics and spine deformity correction. A trusted name for child orthopedic care in Ernakulam.","MBBS, DNB (Orthopedics)","Malayalam, English",14,"9.9850,76.3020","https://example.com/photos/geetha_pillai.jpg",Approved
"Dr. Zubair Ahmed",zubair.ahmed@email.com,hashed_password_placeholder,Ernakulam,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""11:00"",""endTime"":""19:00""}]}]","A highly sought-after dermatologist in Ernakulam for his expertise in cosmetic procedures and advanced skin treatments.","MBBS, MD (Dermatology)","Malayalam, English",18,"9.9822,76.3005","https://example.com/photos/zubair_ahmed.jpg",Approved
"Dr. Neethu Rajan",neethu.rajan@email.com,hashed_password_placeholder,Ernakulam,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","Specializes in clinical dermatology, focusing on autoimmune skin conditions and dermatopathology.","MBBS, DDVL","Malayalam, English",9,"9.9838,76.2973","https://example.com/photos/neethu_rajan.jpg",Approved
"Dr. K. R. Nambiar",kr.nambiar@email.com,hashed_password_placeholder,Ernakulam,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""17:00"",""endTime"":""20:00""}]}]","A veteran pediatrician in Ernakulam, with decades of experience. A household name for child care in the city.","MBBS, MD (Pediatrics)","Malayalam, English",30,"9.9810,76.2988","https://example.com/photos/kr_nambiar.jpg",Approved
"Dr. Rima Varghese",rima.varghese@email.com,hashed_password_placeholder,Ernakulam,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]}]","Focuses on adolescent health and developmental pediatrics. Runs a modern, child-friendly clinic in Ernakulam.","MBBS, DCH, DNB (Pediatrics)","Malayalam, English",11,"9.9860,76.2995","https://example.com/photos/rima_varghese.jpg",Approved
"Dr. Girish Kumar",girish.kumar@email.com,hashed_password_placeholder,Thrissur,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""17:00""}]}]","A prominent cardiologist in Thrissur, known for his skill in complex cardiac interventions and patient-friendly approach.","MBBS, MD, DM (Cardiology)","Malayalam, English",19,"10.5276,76.2144","https://example.com/photos/girish_kumar.jpg",Approved
"Dr. Vidya Nair",vidya.nair@email.com,hashed_password_placeholder,Thrissur,Cardiologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""10:00"",""endTime"":""16:00""}]}]","Specializes in echocardiography and heart failure management. A respected female cardiologist in the cultural capital.","MBBS, DNB (Cardiology)","Malayalam, English",13,"10.5290,76.2130","https://example.com/photos/vidya_nair.jpg",Approved
"Dr. Ramakrishnan P",ramakrishnan.p@email.com,hashed_password_placeholder,Thrissur,Neurologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""18:00""}]}]","A senior neurologist in Thrissur with expertise in epilepsy, stroke, and neuromuscular disorders.","MBBS, MD, DM (Neurology)","Malayalam, English",24,"10.5260,76.2155","https://example.com/photos/ramakrishnan_p.jpg",Approved
"Dr. Soumya Warrier",soumya.warrier@email.com,hashed_password_placeholder,Thrissur,Neurologist,"[]","Availability: By Appointment. Focuses on dementia and cognitive neurology. Provides comprehensive care and support for patients and families in Thrissur.","MBBS, DNB (Neurology)","Malayalam, English",10,"10.5305,76.2120","https://example.com/photos/soumya_warrier.jpg",Approved
"Dr. Unnikrishnan Menon",unnikrishnan.m@email.com,hashed_password_placeholder,Thrissur,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""14:00""}]}]","A leading orthopedic surgeon in Thrissur specializing in trauma and joint replacement. Known for his surgical precision.","MBBS, MS (Orthopedics)","Malayalam, English",27,"10.5255,76.2135","https://example.com/photos/unnikrishnan_menon.jpg",Approved
"Dr. Jessy Antony",jessy.antony@email.com,hashed_password_placeholder,Thrissur,Orthopedic Surgeon,"[{""day"":""Monday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""15:00"",""endTime"":""19:00""}]}]","Specializes in pediatric orthopedics and limb deformity correction. A dedicated surgeon serving the children of Thrissur.","MBBS, D-Ortho","Malayalam, English",12,"10.5283,76.2160","https://example.com/photos/jessy_antony.jpg",Approved
"Dr. Musthafa K",musthafa.k@email.com,hashed_password_placeholder,Thrissur,Dermatologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""11:00"",""endTime"":""18:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""18:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""11:00"",""endTime"":""18:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""11:00"",""endTime"":""18:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""11:00"",""endTime"":""18:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""11:00"",""endTime"":""18:00""}]}]","An expert in both clinical and cosmetic dermatology, providing a wide range of skin care solutions in Thrissur.","MBBS, MD (Dermatology)","Malayalam, English",16,"10.5270,76.2148","https://example.com/photos/musthafa_k.jpg",Approved
"Dr. Revathy Varma",revathy.varma@email.com,hashed_password_placeholder,Thrissur,Dermatologist,"[{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""}]}]","Focuses on treating chronic skin conditions and allergies. Known for her empathetic approach in Thrissur.","MBBS, DDVL","Malayalam, English",8,"10.5298,76.2115","https://example.com/photos/revathy_varma.jpg",Approved
"Dr. Davis K.J.",davis.kj@email.com,hashed_password_placeholder,Thrissur,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]},{""day"":""Saturday"",""slots"":[{""startTime"":""09:00"",""endTime"":""13:00""},{""startTime"":""16:00"",""endTime"":""19:00""}]}]","A senior and highly trusted pediatrician in Thrissur, with a reputation for accurate diagnosis and care.","MBBS, MD (Pediatrics)","Malayalam, English",28,"10.5265,76.2125","https://example.com/photos/davis_kj.jpg",Approved
"Dr. Anupama Iyer",anupama.iyer@email.com,hashed_password_placeholder,Thrissur,Pediatrician,"[{""day"":""Monday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""10:00"",""endTime"":""17:00""}]}]","Specializes in adolescent health and counseling. Provides a friendly and confidential environment for young patients in Thrissur.","MBBS, DCH, DNB (Pediatrics)","Malayalam, English",11,"10.5310,76.2150","https://example.com/photos/anupama_iyer.jpg",Approved
"Dr. Muralidharan N",murali.n@email.com,hashed_password_placeholder,Palakkad,Cardiologist,"[{""day"":""Monday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Tuesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Wednesday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Thursday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]},{""day"":""Friday"",""slots"":[{""startTime"":""09:00"",""endTime"":""16:00""}]}]","A leading cardiologist in Palakkad, providing comprehensive cardiac services, including TMT and Holter monitoring.","MBBS, MD, DNB (Cardiology)","Malayalam, English, Tamil",20,"10.7867,76.6548","https://example.com/photos/muralidharan_n.jpg",Approved
